NEWgene	NEWtag	refgene	reftag	oldtag
lcl|AP027149.1_cds_BDV37842.1_1095	DSM21852_10950	NZ_CP019948.1_cds_WP_085771899.1_2420	B1812_RS12570	B1812_12615
lcl|AP027149.1_cds_BDV37843.1_1096	DSM21852_10960	NZ_CP019948.1_cds_WP_085771900.1_2421	B1812_RS12575	B1812_12620
lcl|AP027149.1_cds_BDV37844.1_1097	DSM21852_10970	NZ_CP019948.1_cds_WP_158658740.1_2422	B1812_RS12580	B1812_12625
lcl|AP027149.1_cds_BDV37845.1_1098	DSM21852_10980	NZ_CP019948.1_cds_WP_085773694.1_2423	B1812_RS12585	B1812_12630
lcl|AP027149.1_cds_BDV37846.1_1099	DSM21852_10990	NZ_CP019948.1_cds_WP_102938199.1_2424	B1812_RS12590	B1812_12635
lcl|AP027149.1_cds_BDV37847.1_1100	DSM21852_11000	NZ_CP019948.1_cds_WP_085771903.1_2425	B1812_RS12595	B1812_12640
lcl|AP027149.1_cds_BDV37848.1_1101	DSM21852_11010	NZ_CP019948.1_cds_WP_085771904.1_2426	B1812_RS12600	B1812_12645
lcl|AP027149.1_cds_BDV37849.1_1102	DSM21852_11020	NZ_CP019948.1_cds_WP_085771905.1_2427	B1812_RS12605	B1812_12650
lcl|AP027149.1_cds_BDV37850.1_1103	DSM21852_11030	NZ_CP019948.1_cds_WP_085771906.1_2428	B1812_RS12610	B1812_12655
lcl|AP027149.1_cds_BDV37851.1_1104	DSM21852_11040	NZ_CP019948.1_cds_WP_085771908.1_2429	B1812_RS12620	B1812_12665
lcl|AP027149.1_cds_BDV37852.1_1105	DSM21852_11050	NZ_CP019948.1_cds_WP_085771909.1_2430	B1812_RS12625	B1812_12670
lcl|AP027149.1_cds_BDV37853.1_1106	DSM21852_11060	NZ_CP019948.1_cds_WP_085773695.1_2431	B1812_RS12630	B1812_12675
lcl|AP027149.1_cds_BDV37854.1_1107	DSM21852_11070	NZ_CP019948.1_cds_WP_245300263.1_2432	B1812_RS12635	B1812_12680
lcl|AP027149.1_cds_BDV37855.1_1108	DSM21852_11080	NZ_CP019948.1_cds_WP_158658741.1_2433	B1812_RS12640	B1812_12685
lcl|AP027149.1_cds_BDV37856.1_1109	DSM21852_11090	NZ_CP019948.1_cds_WP_085771912.1_2434	B1812_RS12645	B1812_12690
lcl|AP027149.1_cds_BDV37857.1_1110	DSM21852_11100	NZ_CP019948.1_cds_WP_085771913.1_2435	B1812_RS12650	B1812_12695
lcl|AP027149.1_cds_BDV37858.1_1111	DSM21852_11110	NZ_CP019948.1_cds_WP_085771914.1_2436	B1812_RS12655	B1812_12700
lcl|AP027149.1_cds_BDV37859.1_1112	DSM21852_11120	NZ_CP019948.1_cds_WP_085771915.1_2437	B1812_RS12660	B1812_12705
lcl|AP027149.1_cds_BDV37860.1_1113	DSM21852_11130	NZ_CP019948.1_cds_WP_085771916.1_2438	B1812_RS12665	B1812_12710
lcl|AP027149.1_cds_BDV37861.1_1114	DSM21852_11140	NZ_CP019948.1_cds_WP_085771917.1_2439	B1812_RS12670	B1812_12715
lcl|AP027149.1_cds_BDV37862.1_1115	DSM21852_11150	NZ_CP019948.1_cds_WP_085771918.1_2440	B1812_RS12675	B1812_12720
lcl|AP027149.1_cds_BDV37863.1_1116	DSM21852_11160	NZ_CP019948.1_cds_WP_085773696.1_2441	B1812_RS12680	B1812_12725
lcl|AP027149.1_cds_BDV37864.1_1117	DSM21852_11170	NZ_CP019948.1_cds_WP_085771919.1_2442	B1812_RS12685	B1812_12730
lcl|AP027149.1_cds_BDV37865.1_1118	DSM21852_11180	NZ_CP019948.1_cds_WP_245299905.1_2443	B1812_RS12690	B1812_12735
lcl|AP027149.1_cds_BDV37866.1_1119	DSM21852_11190	NZ_CP019948.1_cds_WP_085771920.1_2444	B1812_RS12695	B1812_12740
lcl|AP027149.1_cds_BDV37867.1_1120	DSM21852_11200	NZ_CP019948.1_cds_WP_085771920.1_2444	B1812_RS12695	B1812_12740
lcl|AP027149.1_cds_BDV37868.1_1121	DSM21852_11210	NZ_CP019948.1_cds_WP_085771921.1_2445	B1812_RS12700	B1812_12745
lcl|AP027149.1_cds_BDV37869.1_1122	DSM21852_11220	NZ_CP019948.1_cds_WP_085771922.1_2446	B1812_RS12705	B1812_12750
lcl|AP027149.1_cds_BDV37870.1_1123	DSM21852_11230	NZ_CP019948.1_cds_WP_085771923.1_2447	B1812_RS12710	B1812_12755
lcl|AP027149.1_cds_BDV37871.1_1124	DSM21852_11240	NZ_CP019948.1_cds_WP_085771924.1_2448	B1812_RS12715	B1812_12760
lcl|AP027149.1_cds_BDV37872.1_1125	DSM21852_11250	NZ_CP019948.1_cds_WP_085771925.1_2449	B1812_RS12720	B1812_12765
lcl|AP027149.1_cds_BDV37873.1_1126	DSM21852_11260	NZ_CP019948.1_cds_WP_158658742.1_2450	B1812_RS12725	B1812_12770
lcl|AP027149.1_cds_BDV37874.1_1127	DSM21852_11270	NZ_CP019948.1_cds_WP_158658743.1_2451	B1812_RS12730	B1812_12775
lcl|AP027149.1_cds_BDV37875.1_1128	DSM21852_11280	NZ_CP019948.1_cds_WP_085771928.1_2452	B1812_RS12735	B1812_12780
lcl|AP027149.1_cds_BDV37876.1_1129	DSM21852_11290	NZ_CP019948.1_cds_WP_158658744.1_2453	B1812_RS12740	B1812_12785
lcl|AP027149.1_cds_BDV37877.1_1130	DSM21852_11300	NZ_CP019948.1_cds_WP_199768965.1_2454	B1812_RS23070	
lcl|AP027149.1_cds_BDV37878.1_1131	DSM21852_11310	NZ_CP019948.1_cds_WP_085771930.1_2455	B1812_RS12750	B1812_12795
lcl|AP027149.1_cds_BDV37879.1_1132	DSM21852_11320	NZ_CP019948.1_cds_WP_245299906.1_2456	B1812_RS12755	B1812_12800
lcl|AP027149.1_cds_BDV37880.1_1133	DSM21852_11330	NZ_CP019948.1_cds_WP_085771931.1_2457	B1812_RS12760	B1812_12805
lcl|AP027149.1_cds_BDV37881.1_1134	DSM21852_11340	NZ_CP019948.1_cds_WP_085771931.1_2457	B1812_RS12760	B1812_12805
lcl|AP027149.1_cds_BDV37882.1_1135	DSM21852_11350	NZ_CP019948.1_cds_2458	B1812_RS23200	
lcl|AP027149.1_cds_BDV37883.1_1136	DSM21852_11360	NZ_CP019948.1_cds_WP_085771932.1_2459	B1812_RS12765	B1812_12815
lcl|AP027149.1_cds_BDV37884.1_1137	DSM21852_11370	NZ_CP019948.1_cds_WP_085771933.1_2460	B1812_RS12770	B1812_12820
lcl|AP027149.1_cds_BDV37885.1_1138	DSM21852_11380	NZ_CP019948.1_cds_WP_085771934.1_2461	B1812_RS12775	B1812_12825
lcl|AP027149.1_cds_BDV37886.1_1139	DSM21852_11390	NZ_CP019948.1_cds_WP_085771935.1_2462	B1812_RS12780	B1812_12830
lcl|AP027149.1_cds_BDV37887.1_1140	DSM21852_11400	NZ_CP019948.1_cds_WP_085771935.1_2462	B1812_RS12780	B1812_12830
lcl|AP027149.1_cds_BDV37888.1_1141	DSM21852_11410	NZ_CP019948.1_cds_WP_158658747.1_2463	B1812_RS22645	
lcl|AP027149.1_cds_BDV37888.1_1141	DSM21852_11410	NZ_CP019948.1_cds_WP_158658613.1_1123	B1812_RS05750	B1812_05775
lcl|AP027149.1_cds_BDV37889.1_1142	DSM21852_11420	NZ_CP019948.1_cds_WP_102938200.1_2464	B1812_RS12790	B1812_12840
lcl|AP027149.1_cds_BDV37890.1_1143	DSM21852_11430	NZ_CP019948.1_cds_WP_085771937.1_2465	B1812_RS12795	B1812_12845
lcl|AP027149.1_cds_BDV37891.1_1144	DSM21852_11440	NZ_CP019948.1_cds_WP_085771938.1_2466	B1812_RS12800	B1812_12850
lcl|AP027149.1_cds_BDV37892.1_1145	DSM21852_11450	NZ_CP019948.1_cds_WP_199768966.1_2467	B1812_RS23075	
lcl|AP027149.1_cds_BDV37893.1_1146	DSM21852_11460	NZ_CP019948.1_cds_2468	B1812_RS23420	
lcl|AP027149.1_cds_BDV37894.1_1147	DSM21852_11470	NZ_CP019948.1_cds_2468	B1812_RS23420	
lcl|AP027149.1_cds_BDV37895.1_1148	DSM21852_11480	NZ_CP019948.1_cds_WP_085771940.1_2469	B1812_RS12815	B1812_12870
lcl|AP027149.1_cds_BDV37896.1_1149	DSM21852_11490	NZ_CP019948.1_cds_WP_085771941.1_2470	B1812_RS12820	B1812_12875
lcl|AP027149.1_cds_BDV37897.1_1150	DSM21852_11500	NZ_CP019948.1_cds_WP_085771942.1_2471	B1812_RS12825	B1812_12880
lcl|AP027149.1_cds_BDV37898.1_1151	DSM21852_11510	NZ_CP019948.1_cds_WP_085771943.1_2472	B1812_RS12830	B1812_12885
lcl|AP027149.1_cds_BDV37899.1_1152	DSM21852_11520	NZ_CP019948.1_cds_WP_085771944.1_2473	B1812_RS12835	B1812_12890
lcl|AP027149.1_cds_BDV37901.1_1154	DSM21852_11540	NZ_CP019948.1_cds_WP_085771946.1_2474	B1812_RS12845	B1812_12900
lcl|AP027149.1_cds_BDV37902.1_1155	DSM21852_11550	NZ_CP019948.1_cds_WP_085771947.1_2475	B1812_RS12850	B1812_12905
lcl|AP027149.1_cds_BDV37903.1_1156	DSM21852_11560	NZ_CP019948.1_cds_WP_158658750.1_2476	B1812_RS12855	B1812_12910
lcl|AP027149.1_cds_BDV37904.1_1157	DSM21852_11570	NZ_CP019948.1_cds_WP_158658750.1_2476	B1812_RS12855	B1812_12910
lcl|AP027149.1_cds_BDV37905.1_1158	DSM21852_11580	NZ_CP019948.1_cds_WP_085771949.1_2477	B1812_RS12860	B1812_12915
lcl|AP027149.1_cds_BDV37906.1_1159	DSM21852_11590	NZ_CP019948.1_cds_WP_085771950.1_2478	B1812_RS12865	B1812_12920
lcl|AP027149.1_cds_BDV37907.1_1160	DSM21852_11600	NZ_CP019948.1_cds_WP_085771951.1_2479	B1812_RS12870	B1812_12925
lcl|AP027149.1_cds_BDV37908.1_1161	DSM21852_11610	NZ_CP019948.1_cds_WP_085771952.1_2480	B1812_RS12875	B1812_12930
lcl|AP027149.1_cds_BDV37909.1_1162	DSM21852_11620	NZ_CP019948.1_cds_WP_158658751.1_2481	B1812_RS12880	B1812_12935
lcl|AP027149.1_cds_BDV37910.1_1163	DSM21852_11630	NZ_CP019948.1_cds_WP_085771954.1_2482	B1812_RS12885	B1812_12940
lcl|AP027149.1_cds_BDV37911.1_1164	DSM21852_11640	NZ_CP019948.1_cds_WP_085771955.1_2483	B1812_RS12890	B1812_12945
lcl|AP027149.1_cds_BDV37912.1_1165	DSM21852_11650	NZ_CP019948.1_cds_WP_085771956.1_2484	B1812_RS12895	B1812_12950
lcl|AP027149.1_cds_BDV37913.1_1166	DSM21852_11660	NZ_CP019948.1_cds_WP_085771957.1_2485	B1812_RS22655	B1812_12955
lcl|AP027149.1_cds_BDV37914.1_1167	DSM21852_11670	NZ_CP019948.1_cds_WP_085771958.1_2486	B1812_RS12905	B1812_12960
lcl|AP027149.1_cds_BDV37915.1_1168	DSM21852_11680	NZ_CP019948.1_cds_WP_085773700.1_2487	B1812_RS12910	B1812_12965
lcl|AP027149.1_cds_BDV37916.1_1169	DSM21852_11690	NZ_CP019948.1_cds_WP_085771959.1_2488	B1812_RS12915	B1812_12970
lcl|AP027149.1_cds_BDV37919.1_1172	DSM21852_11720	NZ_CP019948.1_cds_WP_085771962.1_2489	B1812_RS12935	B1812_12990
lcl|AP027149.1_cds_BDV37920.1_1173	DSM21852_11730	NZ_CP019948.1_cds_WP_085771963.1_2490	B1812_RS12940	B1812_12995
lcl|AP027149.1_cds_BDV37921.1_1174	DSM21852_11740	NZ_CP019948.1_cds_WP_085771964.1_2491	B1812_RS12945	B1812_13000
lcl|AP027149.1_cds_BDV37922.1_1175	DSM21852_11750	NZ_CP019948.1_cds_WP_085771965.1_2492	B1812_RS12950	B1812_13005
lcl|AP027149.1_cds_BDV37923.1_1176	DSM21852_11760	NZ_CP019948.1_cds_WP_158658752.1_2493	B1812_RS22660	
lcl|AP027149.1_cds_BDV37924.1_1177	DSM21852_11770	NZ_CP019948.1_cds_WP_085771966.1_2494	B1812_RS12955	B1812_13010
lcl|AP027149.1_cds_BDV37925.1_1178	DSM21852_11780	NZ_CP019948.1_cds_WP_085771968.1_2495	B1812_RS12965	B1812_13020
lcl|AP027149.1_cds_BDV37926.1_1179	DSM21852_11790	NZ_CP019948.1_cds_WP_085771969.1_2496	B1812_RS12970	B1812_13025
lcl|AP027149.1_cds_BDV37927.1_1180	DSM21852_11800	NZ_CP019948.1_cds_WP_102938201.1_2497	B1812_RS12975	B1812_13030
lcl|AP027149.1_cds_BDV37928.1_1181	DSM21852_11810	NZ_CP019948.1_cds_WP_085771971.1_2498	B1812_RS12980	B1812_13035
lcl|AP027149.1_cds_BDV37929.1_1182	DSM21852_11820	NZ_CP019948.1_cds_WP_085771972.1_2499	B1812_RS12985	B1812_13040
lcl|AP027149.1_cds_BDV37930.1_1183	DSM21852_11830	NZ_CP019948.1_cds_WP_085771973.1_2500	B1812_RS12990	B1812_13045
lcl|AP027149.1_cds_BDV37931.1_1184	DSM21852_11840	NZ_CP019948.1_cds_WP_085771974.1_2501	B1812_RS12995	B1812_13050
lcl|AP027149.1_cds_BDV37932.1_1185	DSM21852_11850	NZ_CP019948.1_cds_WP_085771974.1_2501	B1812_RS12995	B1812_13050
lcl|AP027149.1_cds_BDV37933.1_1186	DSM21852_11860	NZ_CP019948.1_cds_WP_085771975.1_2502	B1812_RS13000	B1812_13055
lcl|AP027149.1_cds_BDV37934.1_1187	DSM21852_11870	NZ_CP019948.1_cds_WP_085771976.1_2503	B1812_RS13005	B1812_13060
lcl|AP027149.1_cds_BDV37935.1_1188	DSM21852_11880	NZ_CP019948.1_cds_WP_085771977.1_2504	B1812_RS13010	B1812_13065
lcl|AP027149.1_cds_BDV37936.1_1189	DSM21852_11890	NZ_CP019948.1_cds_WP_085771978.1_2505	B1812_RS13015	B1812_13070
lcl|AP027149.1_cds_BDV37937.1_1190	DSM21852_11900	NZ_CP019948.1_cds_WP_085771979.1_2506	B1812_RS13020	B1812_13075
lcl|AP027149.1_cds_BDV37938.1_1191	DSM21852_11910	NZ_CP019948.1_cds_WP_085771980.1_2507	B1812_RS13025	B1812_13080
lcl|AP027149.1_cds_BDV37939.1_1192	DSM21852_11920	NZ_CP019948.1_cds_WP_158658753.1_2508	B1812_RS13030	B1812_13085
lcl|AP027149.1_cds_BDV37940.1_1193	DSM21852_11930	NZ_CP019948.1_cds_WP_085773701.1_2509	B1812_RS13035	B1812_13090
lcl|AP027149.1_cds_BDV37941.1_1194	DSM21852_11940	NZ_CP019948.1_cds_WP_085771982.1_2510	B1812_RS13040	B1812_13095
lcl|AP027149.1_cds_BDV37942.1_1195	DSM21852_11950	NZ_CP019948.1_cds_WP_085771983.1_2511	B1812_RS13045	B1812_13100
lcl|AP027149.1_cds_BDV37943.1_1196	DSM21852_11960	NZ_CP019948.1_cds_WP_085771984.1_2512	B1812_RS13050	B1812_13105
lcl|AP027149.1_cds_BDV37944.1_1197	DSM21852_11970	NZ_CP019948.1_cds_WP_085771985.1_2513	B1812_RS13055	B1812_13110
lcl|AP027149.1_cds_BDV37945.1_1198	DSM21852_11980	NZ_CP019948.1_cds_WP_085771986.1_2514	B1812_RS13060	B1812_13115
lcl|AP027149.1_cds_BDV37946.1_1199	DSM21852_11990	NZ_CP019948.1_cds_WP_085771987.1_2515	B1812_RS13065	B1812_13120
lcl|AP027149.1_cds_BDV37947.1_1200	DSM21852_12000	NZ_CP019948.1_cds_WP_085773702.1_2516	B1812_RS13070	B1812_13125
lcl|AP027149.1_cds_BDV37947.1_1200	DSM21852_12000	NZ_CP019948.1_cds_WP_085771988.1_2517	B1812_RS13075	B1812_13130
lcl|AP027149.1_cds_BDV37948.1_1201	DSM21852_12010	NZ_CP019948.1_cds_WP_085771988.1_2517	B1812_RS13075	B1812_13130
lcl|AP027149.1_cds_BDV37949.1_1202	DSM21852_12020	NZ_CP019948.1_cds_WP_085771988.1_2517	B1812_RS13075	B1812_13130
lcl|AP027149.1_cds_BDV37950.1_1203	DSM21852_12030	NZ_CP019948.1_cds_WP_085771989.1_2518	B1812_RS13080	B1812_13135
lcl|AP027149.1_cds_BDV37951.1_1204	DSM21852_12040	NZ_CP019948.1_cds_WP_085771990.1_2519	B1812_RS13085	B1812_13140
lcl|AP027149.1_cds_BDV37952.1_1205	DSM21852_12050	NZ_CP019948.1_cds_WP_085773703.1_2520	B1812_RS13090	B1812_13145
lcl|AP027149.1_cds_BDV37953.1_1206	DSM21852_12060	NZ_CP019948.1_cds_WP_085771991.1_2521	B1812_RS13095	B1812_13150
lcl|AP027149.1_cds_BDV37954.1_1207	DSM21852_12070	NZ_CP019948.1_cds_WP_085771992.1_2522	B1812_RS13100	B1812_13155
lcl|AP027149.1_cds_BDV37955.1_1208	DSM21852_12080	NZ_CP019948.1_cds_WP_085771993.1_2523	B1812_RS13105	B1812_13160
lcl|AP027149.1_cds_BDV37956.1_1209	DSM21852_12090	NZ_CP019948.1_cds_WP_085771994.1_2524	B1812_RS13110	B1812_13165
lcl|AP027149.1_cds_BDV37957.1_1210	DSM21852_12100	NZ_CP019948.1_cds_WP_085771995.1_2525	B1812_RS13115	B1812_13170
lcl|AP027149.1_cds_BDV37958.1_1211	DSM21852_12110	NZ_CP019948.1_cds_WP_085771996.1_2526	B1812_RS13120	B1812_13175
lcl|AP027149.1_cds_BDV37959.1_1212	DSM21852_12120	NZ_CP019948.1_cds_WP_085771997.1_2527	B1812_RS13125	B1812_13180
lcl|AP027149.1_cds_BDV37960.1_1213	DSM21852_12130	NZ_CP019948.1_cds_WP_085771998.1_2528	B1812_RS13130	B1812_13185
lcl|AP027149.1_cds_BDV37961.1_1214	DSM21852_12140	NZ_CP019948.1_cds_WP_085771999.1_2529	B1812_RS13135	B1812_13190
lcl|AP027149.1_cds_BDV37962.1_1215	DSM21852_12150	NZ_CP019948.1_cds_WP_085773704.1_2530	B1812_RS13140	B1812_13195
lcl|AP027149.1_cds_BDV37963.1_1216	DSM21852_12160	NZ_CP019948.1_cds_WP_245299907.1_2531	B1812_RS13145	B1812_13200
lcl|AP027149.1_cds_BDV37964.1_1217	DSM21852_12170	NZ_CP019948.1_cds_WP_085772000.1_2532	B1812_RS13150	B1812_13205
lcl|AP027149.1_cds_BDV37965.1_1218	DSM21852_12180	NZ_CP019948.1_cds_WP_158658754.1_2533	B1812_RS13155	B1812_13210
lcl|AP027149.1_cds_BDV37965.1_1218	DSM21852_12180	NZ_CP019948.1_cds_WP_158658755.1_2534	B1812_RS22665	
lcl|AP027149.1_cds_BDV37966.1_1219	DSM21852_12190	NZ_CP019948.1_cds_WP_085772002.1_2535	B1812_RS13160	B1812_13215
lcl|AP027149.1_cds_BDV37967.1_1220	DSM21852_12200	NZ_CP019948.1_cds_WP_085772003.1_2536	B1812_RS13165	B1812_13220
lcl|AP027149.1_cds_BDV37968.1_1221	DSM21852_12210	NZ_CP019948.1_cds_WP_085772004.1_2537	B1812_RS13170	B1812_13225
lcl|AP027149.1_cds_BDV37969.1_1222	DSM21852_12220	NZ_CP019948.1_cds_WP_085772005.1_2538	B1812_RS13175	B1812_13230
lcl|AP027149.1_cds_BDV37970.1_1223	DSM21852_12230	NZ_CP019948.1_cds_WP_245299908.1_2539	B1812_RS13180	B1812_13235
lcl|AP027149.1_cds_BDV37971.1_1224	DSM21852_12240	NZ_CP019948.1_cds_WP_102938096.1_2540	B1812_RS13185	B1812_13240
lcl|AP027149.1_cds_BDV37972.1_1225	DSM21852_12250	NZ_CP019948.1_cds_WP_245299909.1_2541	B1812_RS13190	B1812_13245
lcl|AP027149.1_cds_BDV37973.1_1226	DSM21852_12260	NZ_CP019948.1_cds_WP_085772007.1_2542	B1812_RS13195	B1812_13250
lcl|AP027149.1_cds_BDV37974.1_1227	DSM21852_12270	NZ_CP019948.1_cds_WP_085772008.1_2543	B1812_RS13200	B1812_13255
lcl|AP027149.1_cds_BDV37975.1_1228	DSM21852_12280	NZ_CP019948.1_cds_WP_158658756.1_2544	B1812_RS22670	
lcl|AP027149.1_cds_BDV37976.1_1229	DSM21852_12290	NZ_CP019948.1_cds_WP_158658757.1_2545	B1812_RS13210	B1812_13265
lcl|AP027149.1_cds_BDV37977.1_1230	DSM21852_12300	NZ_CP019948.1_cds_WP_085772010.1_2546	B1812_RS13215	B1812_13270
lcl|AP027149.1_cds_BDV37978.1_1231	DSM21852_12310	NZ_CP019948.1_cds_WP_085772011.1_2547	B1812_RS13220	B1812_13275
lcl|AP027149.1_cds_BDV37979.1_1232	DSM21852_12320	NZ_CP019948.1_cds_WP_245299910.1_2548	B1812_RS13225	B1812_13280
lcl|AP027149.1_cds_BDV37980.1_1233	DSM21852_12330	NZ_CP019948.1_cds_WP_085772013.1_2549	B1812_RS13230	B1812_13285
lcl|AP027149.1_cds_BDV37981.1_1234	DSM21852_12340	NZ_CP019948.1_cds_WP_085772014.1_2550	B1812_RS13235	B1812_13290
lcl|AP027149.1_cds_BDV37981.1_1234	DSM21852_12340	NZ_CP019948.1_cds_WP_085772015.1_2551	B1812_RS13240	B1812_13295
lcl|AP027149.1_cds_BDV37982.1_1235	DSM21852_12350	NZ_CP019948.1_cds_WP_085772015.1_2551	B1812_RS13240	B1812_13295
lcl|AP027149.1_cds_BDV37982.1_1235	DSM21852_12350	NZ_CP019948.1_cds_WP_085772014.1_2550	B1812_RS13235	B1812_13290
lcl|AP027149.1_cds_BDV37982.1_1235	DSM21852_12350	NZ_CP019948.1_cds_WP_085771435.1_1908	B1812_RS09860	B1812_09915
lcl|AP027149.1_cds_BDV37983.1_1236	DSM21852_12360	NZ_CP019948.1_cds_WP_085772016.1_2552	B1812_RS13245	B1812_13300
lcl|AP027149.1_cds_BDV37984.1_1237	DSM21852_12370	NZ_CP019948.1_cds_WP_085772017.1_2553	B1812_RS13250	B1812_13305
lcl|AP027149.1_cds_BDV37985.1_1238	DSM21852_12380	NZ_CP019948.1_cds_WP_085772018.1_2554	B1812_RS13255	B1812_13310
lcl|AP027149.1_cds_BDV37986.1_1239	DSM21852_12390	NZ_CP019948.1_cds_WP_085772019.1_2555	B1812_RS13260	B1812_13315
lcl|AP027149.1_cds_BDV37987.1_1240	DSM21852_12400	NZ_CP019948.1_cds_WP_245299911.1_2556	B1812_RS13265	B1812_13320
lcl|AP027149.1_cds_BDV37988.1_1241	DSM21852_12410	NZ_CP019948.1_cds_WP_085772020.1_2557	B1812_RS13270	B1812_13325
lcl|AP027149.1_cds_BDV37989.1_1242	DSM21852_12420	NZ_CP019948.1_cds_WP_085772021.1_2558	B1812_RS13275	B1812_13330
lcl|AP027149.1_cds_BDV37990.1_1243	DSM21852_12430	NZ_CP019948.1_cds_WP_085772022.1_2559	B1812_RS13280	B1812_13335
lcl|AP027149.1_cds_BDV37991.1_1244	DSM21852_12440	NZ_CP019948.1_cds_WP_085772023.1_2560	B1812_RS13285	B1812_13340
lcl|AP027149.1_cds_BDV37992.1_1245	DSM21852_12450	NZ_CP019948.1_cds_WP_199768968.1_2561	B1812_RS22205	B1812_13345
lcl|AP027149.1_cds_BDV37993.1_1246	DSM21852_12460	NZ_CP019948.1_cds_WP_085772024.1_2562	B1812_RS13295	B1812_13350
lcl|AP027149.1_cds_BDV37994.1_1247	DSM21852_12470	NZ_CP019948.1_cds_WP_158658758.1_2563	B1812_RS13300	B1812_13355
lcl|AP027149.1_cds_BDV37995.1_1248	DSM21852_12480	NZ_CP019948.1_cds_WP_085773709.1_2564	B1812_RS13305	B1812_13360
lcl|AP027149.1_cds_BDV37996.1_1249	DSM21852_12490	NZ_CP019948.1_cds_WP_085772027.1_2565	B1812_RS13315	B1812_13370
lcl|AP027149.1_cds_BDV37997.1_1250	DSM21852_12500	NZ_CP019948.1_cds_WP_245299912.1_2566	B1812_RS13320	B1812_13375
lcl|AP027149.1_cds_BDV37998.1_1251	DSM21852_12510	NZ_CP019948.1_cds_WP_085773711.1_2567	B1812_RS13325	B1812_13380
lcl|AP027149.1_cds_BDV37999.1_1252	DSM21852_12520	NZ_CP019948.1_cds_WP_085772029.1_2568	B1812_RS13335	B1812_13390
lcl|AP027149.1_cds_BDV38000.1_1253	DSM21852_12530	NZ_CP019948.1_cds_WP_158658759.1_2569	B1812_RS13340	B1812_13395
lcl|AP027149.1_cds_BDV38001.1_1254	DSM21852_12540	NZ_CP019948.1_cds_WP_085772031.1_2570	B1812_RS13345	B1812_13400
lcl|AP027149.1_cds_BDV38002.1_1255	DSM21852_12550	NZ_CP019948.1_cds_WP_085772032.1_2571	B1812_RS13350	B1812_13405
lcl|AP027149.1_cds_BDV38003.1_1256	DSM21852_12560	NZ_CP019948.1_cds_WP_085772033.1_2572	B1812_RS13355	B1812_13410
lcl|AP027149.1_cds_BDV38004.1_1257	DSM21852_12570	NZ_CP019948.1_cds_WP_085773712.1_2573	B1812_RS13360	B1812_13415
lcl|AP027149.1_cds_BDV38005.1_1258	DSM21852_12580	NZ_CP019948.1_cds_2574	B1812_RS13365	B1812_13420
lcl|AP027149.1_cds_BDV38006.1_1259	DSM21852_12590	NZ_CP019948.1_cds_2574	B1812_RS13365	B1812_13420
lcl|AP027149.1_cds_BDV38007.1_1260	DSM21852_12600	NZ_CP019948.1_cds_WP_158658760.1_2575	B1812_RS22675	
lcl|AP027149.1_cds_BDV38008.1_1261	DSM21852_12610	NZ_CP019948.1_cds_WP_158658761.1_2576	B1812_RS13375	B1812_13430
lcl|AP027149.1_cds_BDV38009.1_1262	DSM21852_12620	NZ_CP019948.1_cds_WP_085772035.1_2577	B1812_RS13380	B1812_13435
lcl|AP027149.1_cds_BDV38011.1_1264	DSM21852_12640	NZ_CP019948.1_cds_WP_085772036.1_2578	B1812_RS13385	B1812_13440
lcl|AP027149.1_cds_BDV38012.1_1265	DSM21852_12650	NZ_CP019948.1_cds_WP_085772037.1_2579	B1812_RS13390	B1812_13445
lcl|AP027149.1_cds_BDV38013.1_1266	DSM21852_12660	NZ_CP019948.1_cds_WP_085772038.1_2580	B1812_RS13395	B1812_13450
lcl|AP027149.1_cds_BDV38014.1_1267	DSM21852_12670	NZ_CP019948.1_cds_WP_085772039.1_2581	B1812_RS13400	B1812_13455
lcl|AP027149.1_cds_BDV38015.1_1268	DSM21852_12680	NZ_CP019948.1_cds_WP_085772041.1_2582	B1812_RS13410	B1812_13465
lcl|AP027149.1_cds_BDV38015.1_1268	DSM21852_12680	NZ_CP019948.1_cds_WP_085772257.1_3575	B1812_RS18565	B1812_18680
lcl|AP027149.1_cds_BDV38015.1_1268	DSM21852_12680	NZ_CP019948.1_cds_WP_085772257.1_2829	B1812_RS14695	B1812_14775
lcl|AP027149.1_cds_BDV38016.1_1269	DSM21852_12690	NZ_CP019948.1_cds_WP_085772042.1_2583	B1812_RS13415	B1812_13470
lcl|AP027149.1_cds_BDV38017.1_1270	DSM21852_12700	NZ_CP019948.1_cds_WP_245299913.1_2584	B1812_RS13420	B1812_13475
lcl|AP027149.1_cds_BDV38018.1_1271	DSM21852_12710	NZ_CP019948.1_cds_WP_085772043.1_2585	B1812_RS13425	B1812_13480
lcl|AP027149.1_cds_BDV38019.1_1272	DSM21852_12720	NZ_CP019948.1_cds_WP_085772044.1_2586	B1812_RS13430	B1812_13485
lcl|AP027149.1_cds_BDV38020.1_1273	DSM21852_12730	NZ_CP019948.1_cds_WP_085772045.1_2587	B1812_RS13435	B1812_13490
lcl|AP027149.1_cds_BDV38021.1_1274	DSM21852_12740	NZ_CP019948.1_cds_WP_085772046.1_2588	B1812_RS13440	B1812_13495
lcl|AP027149.1_cds_BDV38022.1_1275	DSM21852_12750	NZ_CP019948.1_cds_WP_085772047.1_2589	B1812_RS13445	B1812_13500
