pw_ID	pw_name	C_ID	C_name
map01120	Microbial metabolism in diverse environments	C16398	2-Amino-4-nitrotoluene
map01120	Microbial metabolism in diverse environments	C11006	2,4-Dinitrotoluene
map01120	Microbial metabolism in diverse environments	C18315	4-Methyl-5-nitrocatechol
map01120	Microbial metabolism in diverse environments	C18316	2-Hydroxy-5-methylquinone
map01120	Microbial metabolism in diverse environments	C18317	2,4,5-Trihydroxytoluene
map01120	Microbial metabolism in diverse environments	C18318	cis,cis-2,4-Dihydroxy-5-methyl-6-oxo-2,4-hexadienoate
map01120	Microbial metabolism in diverse environments	C06002	(S
map01120	Microbial metabolism in diverse environments	C14401	2,4-Diaminotoluene
map01120	Microbial metabolism in diverse environments	C18320	4-Amino-2-nitrotoluene
map01120	Microbial metabolism in diverse environments	C00037	Glycine
map01120	Microbial metabolism in diverse environments	C05345	beta-D-Fructose 6-phosphate
map01120	Microbial metabolism in diverse environments	C02798	3-Phosphonopyruvate
map01120	Microbial metabolism in diverse environments	C03557	2-Aminoethylphosphonate
map01120	Microbial metabolism in diverse environments	C05682	Phosphonoacetate
map01120	Microbial metabolism in diverse environments	C00188	L-Threonine
map01120	Microbial metabolism in diverse environments	C01102	O-Phospho-L-homoserine
map01120	Microbial metabolism in diverse environments	C00263	L-Homoserine
map01120	Microbial metabolism in diverse environments	C16432	5-Hydroxyectoine
map01120	Microbial metabolism in diverse environments	C00986	1,3-Diaminopropane
map01120	Microbial metabolism in diverse environments	C03972	2,3,4,5-Tetrahydrodipicolinate
map01120	Microbial metabolism in diverse environments	C04462	N-Succinyl-2-L-amino-6-oxoheptanedioate
map01120	Microbial metabolism in diverse environments	C04421	N-Succinyl-LL-2,6-diaminoheptanedioate
map01120	Microbial metabolism in diverse environments	C00666	LL-2,6-Diaminoheptanedioate
map01120	Microbial metabolism in diverse environments	C00680	meso-2,6-Diaminoheptanedioate
map01120	Microbial metabolism in diverse environments	C01028	N6-Hydroxy-L-lysine
map01120	Microbial metabolism in diverse environments	C03955	N6-Acetyl-N6-hydroxy-L-lysine
map01120	Microbial metabolism in diverse environments	C20333	N2-Citryl-N6-acetyl-N6-hydroxy-L-lysine
map01120	Microbial metabolism in diverse environments	C06336	3-Sulfocatechol
map01120	Microbial metabolism in diverse environments	C06333	2-Aminobenzenesulfonate
map01120	Microbial metabolism in diverse environments	C09810	Cyclohex-1,4-diene-1-carboxyl-CoA
map01120	Microbial metabolism in diverse environments	C09809	Cyclohex-2,5-diene-1-carboxyl-CoA
map01120	Microbial metabolism in diverse environments	C09823	Cyclohexane-1-carboxyl-CoA
map01120	Microbial metabolism in diverse environments	C09822	Cyclohexane-1-carboxylate
map01120	Microbial metabolism in diverse environments	C16200	Phenylboronic acid
map01120	Microbial metabolism in diverse environments	C00632	3-Hydroxyanthranilate
map01120	Microbial metabolism in diverse environments	C03360	4-Nitrophenyl phosphate
map01120	Microbial metabolism in diverse environments	C02247	Anthraniloyl-CoA
map01120	Microbial metabolism in diverse environments	C05165	2-Amino-5-oxocyclohex-1-enecarbonyl-CoA
map01120	Microbial metabolism in diverse environments	C08063	1,4-Cyclohexanedione
map01120	Microbial metabolism in diverse environments	C00292	Aniline
map01120	Microbial metabolism in diverse environments	C16249	2-Bromomaleylacetate
map01120	Microbial metabolism in diverse environments	C16248	2,6-Dibromohydroquinone
map01120	Microbial metabolism in diverse environments	C04178	Bromoxynil
map01120	Microbial metabolism in diverse environments	C16246	3,5-Dibromo-4-hydroxybenzamide
map01120	Microbial metabolism in diverse environments	C03925	3,5-Dibromo-4-hydroxybenzoate
map01120	Microbial metabolism in diverse environments	C16247	2,6-Dibromophenol
map01120	Microbial metabolism in diverse environments	C02357	2-Chlorobenzoate
map01120	Microbial metabolism in diverse environments	C13633	2,2-Bis(4-hydroxyphenyl
map01120	Microbial metabolism in diverse environments	C00805	Salicylate
map01120	Microbial metabolism in diverse environments	C14097	2-Hydroxyisophthalic acid
map01120	Microbial metabolism in diverse environments	C00633	4-Hydroxybenzaldehyde
map01120	Microbial metabolism in diverse environments	C03198	(S
map01120	Microbial metabolism in diverse environments	C01984	(S
map01120	Microbial metabolism in diverse environments	C13623	Monobromobisphenol A
map01120	Microbial metabolism in diverse environments	C13622	Dibromobisphenol A
map01120	Microbial metabolism in diverse environments	C13621	Tribromobisphenol A
map01120	Microbial metabolism in diverse environments	C13620	Tetrabromobisphenol A
map01120	Microbial metabolism in diverse environments	C13626	5-Hydroxybisphenol A
map01120	Microbial metabolism in diverse environments	C13628	4,5-Bisphenol-o-quinone
map01120	Microbial metabolism in diverse environments	C13625	4-Methyl-2,4-bis-(p-hydroxyphenyl
map01120	Microbial metabolism in diverse environments	C14100	4-Formylsalicylic acid
map01120	Microbial metabolism in diverse environments	C18314	Phthalate 3,4-cis-dihydrodiol
map01120	Microbial metabolism in diverse environments	C03223	3,4-Dihydroxyphthalate
map01120	Microbial metabolism in diverse environments	C04592	Toluene-cis-dihydrodiol
map01120	Microbial metabolism in diverse environments	C01542	o-Cresol
map01120	Microbial metabolism in diverse environments	C01455	Toluene
map01120	Microbial metabolism in diverse environments	C01467	3-Cresol
map01120	Microbial metabolism in diverse environments	C06318	(3S,4R
map01120	Microbial metabolism in diverse environments	C06337	Terephthalate
map01120	Microbial metabolism in diverse environments	C02271	Dichloromethane
map01120	Microbial metabolism in diverse environments	C11149	Dichloroacetate
map01120	Microbial metabolism in diverse environments	C07189	2-Hydroxyacetophenone
map01120	Microbial metabolism in diverse environments	C04488	5-Methyl-5,6,7,8-tetrahydromethanopterin
map01120	Microbial metabolism in diverse environments	C18799	5-Methyl-H4SPT
map01120	Microbial metabolism in diverse environments	C01080	Reduced coenzyme F420
map01120	Microbial metabolism in diverse environments	C00132	Methanol
map01120	Microbial metabolism in diverse environments	C03920	2-(Methylthio
map01120	Microbial metabolism in diverse environments	C01596	Maleamate
map01120	Microbial metabolism in diverse environments	C03458	2,3,6-Trihydroxypyridine
map01120	Microbial metabolism in diverse environments	C03056	2,6-Dihydroxypyridine
map01120	Microbial metabolism in diverse environments	C15986	2,6-Dihydroxypseudooxynicotine
map01120	Microbial metabolism in diverse environments	C01056	(S
map01120	Microbial metabolism in diverse environments	C03043	(R
map01120	Microbial metabolism in diverse environments	C16152	Blue pigment
map01120	Microbial metabolism in diverse environments	C16151	2,6-Dihydroxy-N-methylmyosmine
map01120	Microbial metabolism in diverse environments	C00423	trans-Cinnamate
map01120	Microbial metabolism in diverse environments	C05629	Phenylpropanoate
map01120	Microbial metabolism in diverse environments	C11588	cis-3-(Carboxy-ethyl
map01120	Microbial metabolism in diverse environments	C04044	3-(2,3-Dihydroxyphenyl
map01120	Microbial metabolism in diverse environments	C04479	2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate
map01120	Microbial metabolism in diverse environments	C12622	cis-3-(3-Carboxyethenyl
map01120	Microbial metabolism in diverse environments	C12623	trans-2,3-Dihydroxycinnamate
map01120	Microbial metabolism in diverse environments	C12624	2-Hydroxy-6-ketononatrienedioate
map01120	Microbial metabolism in diverse environments	C06755	Chloroacetic acid
map01120	Microbial metabolism in diverse environments	C06753	2-Chloroethanol
map01120	Microbial metabolism in diverse environments	C06752	1,2-Dichloroethane
map01120	Microbial metabolism in diverse environments	C06754	Chloroacetaldehyde
map01120	Microbial metabolism in diverse environments	C12621	trans-3-Hydroxycinnamate
map01120	Microbial metabolism in diverse environments	C01772	trans-2-Hydroxycinnamate
map01120	Microbial metabolism in diverse environments	C01198	3-(2-Hydroxyphenyl
map01120	Microbial metabolism in diverse environments	C11457	3-(3-Hydroxyphenyl
map01120	Microbial metabolism in diverse environments	C04623	DDT
map01120	Microbial metabolism in diverse environments	C06646	2-(4'-Chlorophenyl
map01120	Microbial metabolism in diverse environments	C06645	6-Oxo-2-hydroxy-7-(4'-chlorophenyl
map01120	Microbial metabolism in diverse environments	C06644	1,1-Dichloro-2-(dihydroxy-4'-chlorophenyl
map01120	Microbial metabolism in diverse environments	C04596	1,1-Dichloro-2,2-bis(4-chlorophenyl
map01120	Microbial metabolism in diverse environments	C03077	4-Chlorophenylacetate
map01120	Microbial metabolism in diverse environments	C02370	4-Chlorobenzoate
map01120	Microbial metabolism in diverse environments	C18254	Pyrene-4,5-oxide
map01120	Microbial metabolism in diverse environments	C18255	trans-4,5-Dihydroxy-4,5-dihydropyrene
map01120	Microbial metabolism in diverse environments	C06210	2-Hydroxy-6-keto-2,4-heptadienoate
map01120	Microbial metabolism in diverse environments	C06201	2,4-Dihydroxyhept-2-enedioate
map01120	Microbial metabolism in diverse environments	C00544	Homogentisate
map01120	Microbial metabolism in diverse environments	C05585	Gentisate aldehyde
map01120	Microbial metabolism in diverse environments	C00628	2,5-Dihydroxybenzoate
map01120	Microbial metabolism in diverse environments	C02514	3-Fumarylpyruvate
map01120	Microbial metabolism in diverse environments	C00642	4-Hydroxyphenylacetate
map01120	Microbial metabolism in diverse environments	C01161	3,4-Dihydroxyphenylacetate
map01120	Microbial metabolism in diverse environments	C04186	5-Carboxymethyl-2-hydroxymuconate
map01120	Microbial metabolism in diverse environments	C04052	5-Carboxy-2-oxohept-3-enedioate
map01120	Microbial metabolism in diverse environments	C05600	2-Hydroxyhepta-2,4-dienedioate
map01120	Microbial metabolism in diverse environments	C03063	2-Oxohept-3-enedioate
map01120	Microbial metabolism in diverse environments	C00258	D-Glycerate
map01120	Microbial metabolism in diverse environments	C00631	2-Phospho-D-glycerate
map01120	Microbial metabolism in diverse environments	C02350	(S
map01120	Microbial metabolism in diverse environments	C00064	L-Glutamine
map01120	Microbial metabolism in diverse environments	C00025	L-Glutamate
map01120	Microbial metabolism in diverse environments	C00169	Carbamoyl phosphate
map01120	Microbial metabolism in diverse environments	C00086	Urea
map01120	Microbial metabolism in diverse environments	C00011	CO2
map01120	Microbial metabolism in diverse environments	C00603	(S
map01120	Microbial metabolism in diverse environments	C00802	Oxalureate
map01120	Microbial metabolism in diverse environments	C00499	Allantoate
map01120	Microbial metabolism in diverse environments	C02091	(S
map01120	Microbial metabolism in diverse environments	C01566	Cyanamide
map01120	Microbial metabolism in diverse environments	C00014	Ammonia
map01120	Microbial metabolism in diverse environments	C00244	Nitrate
map01120	Microbial metabolism in diverse environments	C00088	Nitrite
map01120	Microbial metabolism in diverse environments	C00697	Nitrogen
map01120	Microbial metabolism in diverse environments	C00533	Nitric oxide
map01120	Microbial metabolism in diverse environments	C00887	Nitrous oxide
map01120	Microbial metabolism in diverse environments	C16357	3-Methylxanthine
map01120	Microbial metabolism in diverse environments	C07480	Theobromine
map01120	Microbial metabolism in diverse environments	C16358	1-Methylxanthine
map01120	Microbial metabolism in diverse environments	C16353	7-Methylxanthine
map01120	Microbial metabolism in diverse environments	C07481	Caffeine
map01120	Microbial metabolism in diverse environments	C13747	1,7-Dimethylxanthine
map01120	Microbial metabolism in diverse environments	C07130	Theophylline
map01120	Microbial metabolism in diverse environments	C16361	1,3,7-Trimethyluric acid
map01120	Microbial metabolism in diverse environments	C16362	3,6,8-Trimethylallantoin
map01120	Microbial metabolism in diverse environments	C16363	N-Methylurea
map01120	Microbial metabolism in diverse environments	C16364	N,N'-Dimethylurea
map01120	Microbial metabolism in diverse environments	C00447	Sedoheptulose 1,7-bisphosphate
map01120	Microbial metabolism in diverse environments	C01182	D-Ribulose 1,5-bisphosphate
map01120	Microbial metabolism in diverse environments	C00001	H2O
map01120	Microbial metabolism in diverse environments	C00036	Oxaloacetate
map01120	Microbial metabolism in diverse environments	C00149	(S
map01120	Microbial metabolism in diverse environments	C00022	Pyruvate
map01120	Microbial metabolism in diverse environments	C00074	Phosphoenolpyruvate
map01120	Microbial metabolism in diverse environments	C00036	Oxaloacetate
map01120	Microbial metabolism in diverse environments	C00074	Phosphoenolpyruvate
map01120	Microbial metabolism in diverse environments	C00149	(S
map01120	Microbial metabolism in diverse environments	C00022	Pyruvate
map01120	Microbial metabolism in diverse environments	C00041	L-Alanine
map01120	Microbial metabolism in diverse environments	C00049	L-Aspartate
map01120	Microbial metabolism in diverse environments	C00085	D-Fructose 6-phosphate
map01120	Microbial metabolism in diverse environments	C18338	5-Carboxyvanillic acid
map01120	Microbial metabolism in diverse environments	C18349	4-[2-(5-Carboxy-2-hydroxy-3-methoxyphenyl
map01120	Microbial metabolism in diverse environments	C18348	2,2',3-Trihydroxy-3'-methoxy-5,5'-dicarboxybiphenyl
map01120	Microbial metabolism in diverse environments	C18347	5,5'-Dehydrodivanillate
map01120	Microbial metabolism in diverse environments	C18345	4-Carboxy-2-hydroxy-6-methoxy-6-oxohexa-2,4-dienoate
map01120	Microbial metabolism in diverse environments	C10833	Syringic acid
map01120	Microbial metabolism in diverse environments	C11536	(2R
map01120	Microbial metabolism in diverse environments	C11537	(2R
map01120	Microbial metabolism in diverse environments	C05528	3-Sulfopyruvate
map01120	Microbial metabolism in diverse environments	C00593	Sulfoacetaldehyde
map01120	Microbial metabolism in diverse environments	C11148	TCE epoxide
map01120	Microbial metabolism in diverse environments	C00118	D-Glyceraldehyde 3-phosphate
map01120	Microbial metabolism in diverse environments	C00236	3-Phospho-D-glyceroyl phosphate
map01120	Microbial metabolism in diverse environments	C00354	D-Fructose 1,6-bisphosphate
map01120	Microbial metabolism in diverse environments	C06615	cis-3-Chloroacrylic acid
map01120	Microbial metabolism in diverse environments	C02232	3-Oxoadipyl-CoA
map01120	Microbial metabolism in diverse environments	C00036	Oxaloacetate
map01120	Microbial metabolism in diverse environments	C00186	(S
map01120	Microbial metabolism in diverse environments	C00827	Lactoyl-CoA
map01120	Microbial metabolism in diverse environments	C18323	3-Methylfumaryl-CoA
map01120	Microbial metabolism in diverse environments	C00100	Propanoyl-CoA
map01120	Microbial metabolism in diverse environments	C00894	Propenoyl-CoA
map01120	Microbial metabolism in diverse environments	C05668	3-Hydroxypropionyl-CoA
map01120	Microbial metabolism in diverse environments	C01013	3-Hydroxypropanoate
map01120	Microbial metabolism in diverse environments	C06027	L-erythro-3-Methylmalyl-CoA
map01120	Microbial metabolism in diverse environments	C06028	2-Methylfumaryl-CoA
map01120	Microbial metabolism in diverse environments	C00143	5,10-Methylenetetrahydrofolate
map01120	Microbial metabolism in diverse environments	C00445	5,10-Methenyltetrahydrofolate
map01120	Microbial metabolism in diverse environments	C00234	10-Formyltetrahydrofolate
map01120	Microbial metabolism in diverse environments	C00058	Formate
map01120	Microbial metabolism in diverse environments	C01011	(3S
map01120	Microbial metabolism in diverse environments	C00332	Acetoacetyl-CoA
map01120	Microbial metabolism in diverse environments	C18026	(2S
map01120	Microbial metabolism in diverse environments	C18324	(2S
map01120	Microbial metabolism in diverse environments	C00048	Glyoxylate
map01120	Microbial metabolism in diverse environments	C04348	L-Malyl-CoA
map01120	Microbial metabolism in diverse environments	C00149	(S
map01120	Microbial metabolism in diverse environments	C00091	Succinyl-CoA
map01120	Microbial metabolism in diverse environments	C00232	Succinate semialdehyde
map01120	Microbial metabolism in diverse environments	C00989	4-Hydroxybutanoic acid
map01120	Microbial metabolism in diverse environments	C01213	(R
map01120	Microbial metabolism in diverse environments	C00083	Malonyl-CoA
map01120	Microbial metabolism in diverse environments	C00222	3-Oxopropanoate
map01120	Microbial metabolism in diverse environments	C00683	(S
map01120	Microbial metabolism in diverse environments	C00022	Pyruvate
map01120	Microbial metabolism in diverse environments	C00227	Acetyl phosphate
map01120	Microbial metabolism in diverse environments	C00033	Acetate
map01120	Microbial metabolism in diverse environments	C00074	Phosphoenolpyruvate
map01120	Microbial metabolism in diverse environments	C11062	4-Hydroxybutyryl-CoA
map01120	Microbial metabolism in diverse environments	C03561	(R
map01120	Microbial metabolism in diverse environments	C01144	(S
map01120	Microbial metabolism in diverse environments	C19152	Coenzyme F420-1
map01120	Microbial metabolism in diverse environments	C19151	Coenzyme F420-3
map01120	Microbial metabolism in diverse environments	C19153	Coenzyme F420-0
map01120	Microbial metabolism in diverse environments	C19155	(2S
map01120	Microbial metabolism in diverse environments	C19156	(2S
map01120	Microbial metabolism in diverse environments	C14418	3-Nitrophenol
map01120	Microbial metabolism in diverse environments	C14602	3-Hydroxyaminophenol
map01120	Microbial metabolism in diverse environments	C18351	4-Aminocatechol
map01120	Microbial metabolism in diverse environments	C14604	Aminohydroquinone
map01120	Microbial metabolism in diverse environments	C02814	Benzene-1,2,4-triol
map01120	Microbial metabolism in diverse environments	C00566	(3S
map01120	Microbial metabolism in diverse environments	C00158	Citrate
map01120	Microbial metabolism in diverse environments	C19975	2-Oxepin-2(3H
map01120	Microbial metabolism in diverse environments	C20062	2-(1,2-Epoxy-1,2-dihydrophenyl
map01120	Microbial metabolism in diverse environments	C00582	Phenylacetyl-CoA
map01120	Microbial metabolism in diverse environments	C00192	Hydroxylamine
map01120	Microbial metabolism in diverse environments	C06893	2-Deoxy-5-keto-D-gluconic acid 6-phosphate
map01120	Microbial metabolism in diverse environments	C06892	2-Deoxy-5-keto-D-gluconic acid
map01120	Microbial metabolism in diverse environments	C16737	5-Deoxy-D-glucuronate
map01120	Microbial metabolism in diverse environments	C04287	3D-3,5/4-Trihydroxycyclohexane-1,2-dione
map01120	Microbial metabolism in diverse environments	C00691	2,4,6/3,5-Pentahydroxycyclohexanone
map01120	Microbial metabolism in diverse environments	C00137	myo-Inositol
map01120	Microbial metabolism in diverse environments	C06153	scyllo-Inositol
map01120	Microbial metabolism in diverse environments	C20251	1-Keto-D-chiro-inositol
map01120	Microbial metabolism in diverse environments	C19891	1D-chiro-Inositol
map01120	Microbial metabolism in diverse environments	C11354	2-Hydroxy-cis-hex-2,4-dienoate
map01120	Microbial metabolism in diverse environments	C20199	3-[(3aS,4S,7aS
map01120	Microbial metabolism in diverse environments	C04844	3-Hydroxy-5,9,17-trioxo-4,5:9,10-disecoandrosta-1(10
map01120	Microbial metabolism in diverse environments	C04793	3,4-Dihydroxy-9,10-secoandrosta-1,3,5(10
map01120	Microbial metabolism in diverse environments	C19944	3-Hydroxy-9,10-secoandrosta-1,3,5(10
map01120	Microbial metabolism in diverse environments	C14909	9alpha-Hydroxyandrosta-1,4-diene-3,17-dione
map01120	Microbial metabolism in diverse environments	C20144	Androsta-1,4-diene-3,17-dione
map01120	Microbial metabolism in diverse environments	C00535	Testosterone
map01120	Microbial metabolism in diverse environments	C20252	5-Androstene-3,17-dione
map01120	Microbial metabolism in diverse environments	C01227	Dehydroepiandrosterone
map01120	Microbial metabolism in diverse environments	C07635	Epiandrosterone
map01120	Microbial metabolism in diverse environments	C20238	(2R
map01120	Microbial metabolism in diverse environments	C06206	Benzoyl phosphate
map01120	Microbial metabolism in diverse environments	C01273	2-Hydroxy-6-oxo-6-phenylhexa-2,4-dienoate
map01120	Microbial metabolism in diverse environments	C00596	2-Hydroxy-2,4-pentadienoate
map01120	Microbial metabolism in diverse environments	C08062	2-Hydroxy-6-oxo-(2'-aminophenyl
map01120	Microbial metabolism in diverse environments	C00047	L-Lysine
map01120	Microbial metabolism in diverse environments	C20277	(2R,3R
map01120	Microbial metabolism in diverse environments	C20278	(2R,3R
map01120	Microbial metabolism in diverse environments	C20279	(2R,3R
map01120	Microbial metabolism in diverse environments	C16138	L-Pyrrolysine
map01120	Microbial metabolism in diverse environments	C00084	Acetaldehyde
map01120	Microbial metabolism in diverse environments	C03167	Phosphonoacetaldehyde
map01120	Microbial metabolism in diverse environments	C06582	2-Hydroxy-6-oxo-7-methylocta-2,4-dienoate
map01120	Microbial metabolism in diverse environments	C02632	2-Methylpropanoate
map01120	Microbial metabolism in diverse environments	C05554	Aerobactin
map01120	Microbial metabolism in diverse environments	C01101	L-Ribulose 5-phosphate
map01120	Microbial metabolism in diverse environments	C03291	L-Xylulose 5-phosphate
map01120	Microbial metabolism in diverse environments	C14899	3-Dehydro-L-gulonate 6-phosphate
map01120	Microbial metabolism in diverse environments	C16186	L-Ascorbate 6-phosphate
map01120	Microbial metabolism in diverse environments	C00072	Ascorbate
map01120	Microbial metabolism in diverse environments	C20258	(2S,4S
map01120	Microbial metabolism in diverse environments	C02505	2-Phenylacetamide
map01120	Microbial metabolism in diverse environments	C00601	Phenylacetaldehyde
map01120	Microbial metabolism in diverse environments	C07086	Phenylacetic acid
map01120	Microbial metabolism in diverse environments	C00440	5-Methyltetrahydrofolate
map01120	Microbial metabolism in diverse environments	C00101	Tetrahydrofolate
map01120	Microbial metabolism in diverse environments	C00237	CO
map01120	Microbial metabolism in diverse environments	C00011	CO2
map01120	Microbial metabolism in diverse environments	C00024	Acetyl-CoA
map01120	Microbial metabolism in diverse environments	C01487	D-Allose
map01120	Microbial metabolism in diverse environments	C02962	D-Allose 6-phosphate
map01120	Microbial metabolism in diverse environments	C18096	D-Allulose 6-phosphate
map01120	Microbial metabolism in diverse environments	C11352	5,6-Dichloro-1,3-cyclohexadiene
map01120	Microbial metabolism in diverse environments	C00087	Sulfur
map01120	Microbial metabolism in diverse environments	C01861	Trithionate
map01120	Microbial metabolism in diverse environments	C02084	Tetrathionate
map01120	Microbial metabolism in diverse environments	C20589	D-Glucosaminate-6-phosphate
map01120	Microbial metabolism in diverse environments	C03752	2-Amino-2-deoxy-D-gluconate
map01120	Microbial metabolism in diverse environments	C16593	7-Mercaptoheptanoic acid
map01120	Microbial metabolism in diverse environments	C16590	7-Oxoheptanoic acid
map01120	Microbial metabolism in diverse environments	C16589	2-Oxosuberate
map01120	Microbial metabolism in diverse environments	C16600	(-
map01120	Microbial metabolism in diverse environments	C20582	cis-(Homo
map01120	Microbial metabolism in diverse environments	C16598	(R
map01120	Microbial metabolism in diverse environments	C16588	2-Oxopimelate
map01120	Microbial metabolism in diverse environments	C16597	(-
map01120	Microbial metabolism in diverse environments	C20581	cis-(Homo
map01120	Microbial metabolism in diverse environments	C16583	(R
map01120	Microbial metabolism in diverse environments	C00322	2-Oxoadipate
map01120	Microbial metabolism in diverse environments	C01251	(R
map01120	Microbial metabolism in diverse environments	C04002	(Z
map01120	Microbial metabolism in diverse environments	C05662	Homoisocitrate
map01120	Microbial metabolism in diverse environments	C18232	N-Formylmaleamic acid
map01120	Microbial metabolism in diverse environments	C01020	6-Hydroxynicotinate
map01120	Microbial metabolism in diverse environments	C00253	Nicotinate
map01120	Microbial metabolism in diverse environments	C00546	Methylglyoxal
map01120	Microbial metabolism in diverse environments	C00256	(R
map01120	Microbial metabolism in diverse environments	C00111	Glycerone phosphate
map01120	Microbial metabolism in diverse environments	C00417	cis-Aconitate
map01120	Microbial metabolism in diverse environments	C00880	D-Galactonate
map01120	Microbial metabolism in diverse environments	C01216	2-Dehydro-3-deoxy-D-galactonate
map01120	Microbial metabolism in diverse environments	C00366	Urate
map01120	Microbial metabolism in diverse environments	C00385	Xanthine
map01120	Microbial metabolism in diverse environments	C00090	Catechol
map01120	Microbial metabolism in diverse environments	C00108	Anthranilate
map01120	Microbial metabolism in diverse environments	C00424	(S
map01120	Microbial metabolism in diverse environments	C20781	2,4-Diketo-3-deoxy-L-fuconate
map01120	Microbial metabolism in diverse environments	C03827	2-Dehydro-3-deoxy-L-fuconate
map01120	Microbial metabolism in diverse environments	C01720	L-Fuconate
map01120	Microbial metabolism in diverse environments	C01721	L-Fuculose
map01120	Microbial metabolism in diverse environments	C03979	2-Dehydro-3-deoxy-L-rhamnonate
map01120	Microbial metabolism in diverse environments	C01934	L-Rhamnonate
map01120	Microbial metabolism in diverse environments	C02991	L-Rhamnono-1,4-lactone
map01120	Microbial metabolism in diverse environments	C02431	L-Rhamnofuranose
map01120	Microbial metabolism in diverse environments	C00507	L-Rhamnose
map01120	Microbial metabolism in diverse environments	C00861	L-Rhamnulose
map01120	Microbial metabolism in diverse environments	C01131	L-Rhamnulose 1-phosphate
map01120	Microbial metabolism in diverse environments	C01094	D-Fructose 1-phosphate
map01120	Microbial metabolism in diverse environments	C00095	D-Fructose
map01120	Microbial metabolism in diverse environments	C07301	(R
map01120	Microbial metabolism in diverse environments	C00122	Fumarate
map01120	Microbial metabolism in diverse environments	C00042	Succinate
map01120	Microbial metabolism in diverse environments	C01215	2-(Acetamidomethylene
map01120	Microbial metabolism in diverse environments	C01270	3-Hydroxy-2-methylpyridine-5-carboxylate
map01120	Microbial metabolism in diverse environments	C04604	3-Hydroxy-2-methylpyridine-4,5-dicarboxylate
map01120	Microbial metabolism in diverse environments	C06050	2-Methyl-3-hydroxy-5-formylpyridine-4-carboxylate
map01120	Microbial metabolism in diverse environments	C00847	4-Pyridoxate
map01120	Microbial metabolism in diverse environments	C00250	Pyridoxal
map01120	Microbial metabolism in diverse environments	C00534	Pyridoxamine
map01120	Microbial metabolism in diverse environments	C00314	Pyridoxine
map01120	Microbial metabolism in diverse environments	C00971	4-Pyridoxolactone
map01120	Microbial metabolism in diverse environments	C00877	Crotonoyl-CoA
map01120	Microbial metabolism in diverse environments	C20447	2-Oxoglutaryl-CoA
map01120	Microbial metabolism in diverse environments	C03724	S-(5-Hydroxy-2-furoyl
map01120	Microbial metabolism in diverse environments	C00845	2-Furoyl-CoA
map01120	Microbial metabolism in diverse environments	C01546	2-Furoate
map01120	Microbial metabolism in diverse environments	C14279	Furfural
map01120	Microbial metabolism in diverse environments	C20441	Furfuryl alcohol
map01120	Microbial metabolism in diverse environments	C20450	2,5-Furandicarboxylate
map01120	Microbial metabolism in diverse environments	C11101	5-Hydroxymethyl-2-furaldehyde
map01120	Microbial metabolism in diverse environments	C20443	5-Hydroxymethylfurfuryl alcohol
map01120	Microbial metabolism in diverse environments	C20381	3,3'-Bipyridine-2,2',5,5',6,6'-hexol
map01120	Microbial metabolism in diverse environments	C00011	CO2
map01120	Microbial metabolism in diverse environments	C20838	3-[(3aS,4S,7aS
map01120	Microbial metabolism in diverse environments	C07102	5-Chloro-1,2,4-trihydroxybenzene
map01120	Microbial metabolism in diverse environments	C07098	2,4,6-Trichlorophenol
map01120	Microbial metabolism in diverse environments	C01255	N-(6-Aminohexanoyl
map01120	Microbial metabolism in diverse environments	C20988	[N-(6-Aminohexanoyl
map01120	Microbial metabolism in diverse environments	C20990	6-Aminohexanoate cyclic oligomer
map01120	Microbial metabolism in diverse environments	C04277	1,8-Diazacyclotetradecane-2,9-dione
map01120	Microbial metabolism in diverse environments	C05361	Hydrazine
map01120	Microbial metabolism in diverse environments	C21075	5-(N-Methyl-4,5-dihydro-1H-pyrrol-2-yl
map01120	Microbial metabolism in diverse environments	C21154	N-Methylmyosmine
map01120	Microbial metabolism in diverse environments	C01297	6-Hydroxypseudooxynicotine
map01120	Microbial metabolism in diverse environments	C00745	Nicotine
map01120	Microbial metabolism in diverse environments	C01059	2,5-Dihydroxypyridine
map01120	Microbial metabolism in diverse environments	C20361	Pseudooxynicotine
map01120	Microbial metabolism in diverse environments	C19569	3-Succinoylpyridine
map01120	Microbial metabolism in diverse environments	C19631	6-Hydroxy-3-succinoylpyridine
map01120	Microbial metabolism in diverse environments	C19567	4-Oxo-1-(3-pyridyl
map01120	Microbial metabolism in diverse environments	C00156	4-Hydroxybenzoate
map01120	Microbial metabolism in diverse environments	C09814	Benzonitrile
map01120	Microbial metabolism in diverse environments	C00180	Benzoate
map01120	Microbial metabolism in diverse environments	C00230	3,4-Dihydroxybenzoate
map01120	Microbial metabolism in diverse environments	C02236	4-Sulfobenzoate
map01120	Microbial metabolism in diverse environments	C21168	4-Hydroxyisophthalate
map01120	Microbial metabolism in diverse environments	C21167	4-Hydroxy-3-methylbenzoate
map01120	Microbial metabolism in diverse environments	C21166	4-Hydroxy-3-methylbenzaldehyde
map01120	Microbial metabolism in diverse environments	C14582	2,4-Dimethylphenol
map01120	Microbial metabolism in diverse environments	C04628	Coenzyme B
map01120	Microbial metabolism in diverse environments	C16594	7-Mercaptoheptanoylthreonine
map01120	Microbial metabolism in diverse environments	C04226	6-Oxo-1,4,5,6-tetrahydronicotinate
map01120	Microbial metabolism in diverse environments	C16390	(S
